VID,Year,Make,Model,Trim,VIN,Value
188847,07,GMC,SIERRA 2500 HD,SLE,1GTHC74K-7,12050
188797,07,GMC,SIERRA 2500 HD,SLE,1GTHC796-7,15400
188807,07,GMC,SIERRA 2500 HD,SLE,1GTHC79K-7,13800
177407,07,GMC,SIERRA 2500 HD,CREW 4WD T/D,1GTHK236-7,18375
177377,07,GMC,SIERRA 2500 HD,CREW 4WD 6.0,1GTHK23K-7,15150
176067,07,GMC,SIERRA 2500 HD,REG 4WD T/D,1GTHK246-7,15450
176077,07,GMC,SIERRA 2500 HD,REG 4WD 6.0,1GTHK24K-7,12225
176107,07,GMC,SIERRA 2500 HD,EXT 4WD T/D,1GTHK296-7,16275
176117,07,GMC,SIERRA 2500 HD,EXT 4WD 6.0,1GTHK29K-7,13150
188877,07,GMC,SIERRA 2500 HD,SLE,1GTHK736-7,22200
188887,07,GMC,SIERRA 2500 HD,SLE,1GTHK73K-7,18875
188777,07,GMC,SIERRA 2500 HD,SLE,1GTHK746-7,18200
188787,07,GMC,SIERRA 2500 HD,SLE,1GTHK74K-7,14900
188817,07,GMC,SIERRA 2500 HD,SLE,1GTHK796-7,19825
188827,07,GMC,SIERRA 2500 HD,SLE,1GTHK79K-7,16875
145266,06,GMC,SIERRA 2500 HD,CC 2WD T/D,1GTHC232-6,12825
165726,06,GMC,SIERRA 2500 HD,CREW 2WD NEW T/,1GTHC23D-6,12825
145276,06,GMC,SIERRA 2500 HD,CC 2WD 8.1,1GTHC23G-6,9925
145286,06,GMC,SIERRA 2500 HD,CC 2WD 6.0,1GTHC23U-6,9925
145126,06,GMC,SIERRA 2500 HD,T/D,1GTHC242-6,10275
165696,06,GMC,SIERRA 2500 HD,REG 2WD NEW T/D,1GTHC24D-6,10275
145136,06,GMC,SIERRA 2500 HD,8.1,1GTHC24G-6,7875
145146,06,GMC,SIERRA 2500 HD,6.0,1GTHC24U-6,7875
145186,06,GMC,SIERRA 2500 HD,XC T/D,1GTHC292-6,11800
165716,06,GMC,SIERRA 2500 HD,EXT 2WD NEW T/D,1GTHC29D-6,11800
145196,06,GMC,SIERRA 2500 HD,XC 8.1,1GTHC29G-6,9000
145206,06,GMC,SIERRA 2500 HD,XC 6.0,1GTHC29U-6,9000
145426,06,GMC,SIERRA 2500 HD,SLE CC T/D,1GTHC732-6,15500
165776,06,GMC,SIERRA 2500 HD,SLE CREW 2WD T/,1GTHC73D-6,15500
145436,06,GMC,SIERRA 2500 HD,SLE CC 8.1,1GTHC73G-6,13500
145446,06,GMC,SIERRA 2500 HD,SLE CC 6.0,1GTHC73U-6,13500
145306,06,GMC,SIERRA 2500 HD,SLE T/D,1GTHC742-6,13000
165736,06,GMC,SIERRA 2500 HD,SLE 2WD NEW T/D,1GTHC74D-6,13000
145316,06,GMC,SIERRA 2500 HD,SLE 8.1,1GTHC74G-6,10575
145326,06,GMC,SIERRA 2500 HD,SLE 6.0,1GTHC74U-6,10575
145366,06,GMC,SIERRA 2500 HD,SLE XC T/D,1GTHC792-6,13450
165756,06,GMC,SIERRA 2500 HD,SLE EXT NEW T/D,1GTHC79D-6,13450
145376,06,GMC,SIERRA 2500 HD,SLE XC 8.1,1GTHC79G-6,11675
145386,06,GMC,SIERRA 2500 HD,SLE XC 6.0,1GTHC79U-6,11675
145456,06,GMC,SIERRA 2500 HD,SLE CC 4WD T/D,1GTHK232-6,15800
161516,06,GMC,SIERRA 2500 HD,CREW 4WD T/D,1GTHK23D-6,15800
145246,06,GMC,SIERRA 2500 HD,CC 4WD 8.1,1GTHK23G-6,12875
145256,06,GMC,SIERRA 2500 HD,CC 4WD 6.0,1GTHK23U-6,12875
145156,06,GMC,SIERRA 2500 HD,4WD T/D,1GTHK242-6,12950
165706,06,GMC,SIERRA 2500 HD,REG 4WD NEW T/D,1GTHK24D-6,12950
145166,06,GMC,SIERRA 2500 HD,4WD 8.1,1GTHK24G-6,10625
145176,06,GMC,SIERRA 2500 HD,4WD 6.0,1GTHK24U-6,10625
145216,06,GMC,SIERRA 2500 HD,XC 4WD T/D,1GTHK292-6,14475
165076,06,GMC,SIERRA 2500 HD,EXT 4WD T/D,1GTHK29D-6,14475
145226,06,GMC,SIERRA 2500 HD,XC 4WD 8.1,1GTHK29G-6,11925
145236,06,GMC,SIERRA 2500 HD,XC 4WD 6.0,1GTHK29U-6,11925
145466,06,GMC,SIERRA 2500 HD,SLE CC 4WD T/D,1GTHK732-6,17750
165786,06,GMC,SIERRA 2500 HD,SLE CREW 4WD T/,1GTHK73D-6,17750
145476,06,GMC,SIERRA 2500 HD,SLE CC 4WD 8.1,1GTHK73G-6,16575
145486,06,GMC,SIERRA 2500 HD,SLE CC 4WD 6.0,1GTHK73U-6,16575
145336,06,GMC,SIERRA 2500 HD,SLE 4WD T/D,1GTHK742-6,15625
165746,06,GMC,SIERRA 2500 HD,SLE 4WD NEW T/D,1GTHK74D-6,14175
145346,06,GMC,SIERRA 2500 HD,SLE 4WD 8.1,1GTHK74G-6,13275
145356,06,GMC,SIERRA 2500 HD,SLE 4WD 6.0,1GTHK74U-6,13275
145396,06,GMC,SIERRA 2500 HD,SLE XC 4WD T/D,1GTHK792-6,15675
165766,06,GMC,SIERRA 2500 HD,SLE EXT 4WD NEW,1GTHK79D-6,15675
145406,06,GMC,SIERRA 2500 HD,SLE XC 4WD 8.1,1GTHK79G-6,14600
145416,06,GMC,SIERRA 2500 HD,SLE XC 4WD 6.0,1GTHK79U-6,14600
25552D,13,GMC,SIERRA 2500 REG,SLE 2WD T/D,1GT010E8-D,39125
25553D,13,GMC,SIERRA 2500 REG,SLE 2WD,1GT010EG-D,30575
25554D,13,GMC,SIERRA 2500 REG,SLE 2WD T/D,1GT010F8-D,39125
25555D,13,GMC,SIERRA 2500 REG,SLE 2WD,1GT010FG-D,30575
25524D,13,GMC,SIERRA 2500 REG,W/T 2WD T/D,1GT01ZE8-D,35900
25525D,13,GMC,SIERRA 2500 REG,W/T 2WD,1GT01ZEG-D,27350
25526D,13,GMC,SIERRA 2500 REG,W/T 2WD T/D,1GT01ZF8-D,35900
25527D,13,GMC,SIERRA 2500 REG,W/T 2WD,1GT01ZFG-D,27350
25556D,13,GMC,SIERRA 2500 REG,SLE 4WD T/D,1GT020E8-D,42025
25557D,13,GMC,SIERRA 2500 REG,SLE 4WD,1GT020EG-D,33475
25558D,13,GMC,SIERRA 2500 REG,SLE 4WD T/D,1GT020F8-D,42025
25559D,13,GMC,SIERRA 2500 REG,SLE 4WD,1GT020FG-D,33475
25528D,13,GMC,SIERRA 2500 REG,W/T 4WD T/D,1GT02ZE8-D,38075
25529D,13,GMC,SIERRA 2500 REG,W/T 4WD,1GT02ZEG-D,30125
25530D,13,GMC,SIERRA 2500 REG,W/T 4WD T/D,1GT02ZF8-D,38075
25531D,13,GMC,SIERRA 2500 REG,W/T 4WD,1GT02ZFG-D,30125
27069A,10,GMC,SIERRA 2500 REG,SLE 2WD T/D,1GT3C0B6-A,23400
27070A,10,GMC,SIERRA 2500 REG,SLE 2WD,1GT3C0BG-A,17375
27071A,10,GMC,SIERRA 2500 REG,SLE 2WD,1GT3C0BK-A,17375
27051A,10,GMC,SIERRA 2500 REG,W/T 2WD T/D,1GT3CZB6-A,20900
27052A,10,GMC,SIERRA 2500 REG,W/T 2WD,1GT3CZBG-A,14850
27053A,10,GMC,SIERRA 2500 REG,W/T 2WD,1GT3CZBK-A,14850
27072A,10,GMC,SIERRA 2500 REG,SLE 4WD T/D,1GT3K0B6-A,26825
27073A,10,GMC,SIERRA 2500 REG,SLE 4WD,1GT3K0BG-A,20775
27074A,10,GMC,SIERRA 2500 REG,SLE 4WD,1GT3K0BK-A,20775
27054A,10,GMC,SIERRA 2500 REG,W/T 4WD T/D,1GT3KZB6-A,24350
27055A,10,GMC,SIERRA 2500 REG,W/T 4WD,1GT3KZBG-A,18300
27056A,10,GMC,SIERRA 2500 REG,W/T 4WD,1GT3KZBK-A,18300
29777C,12,GMC,SIERRA 2500 REG CAB,SLE 2WD T/D,1GT010B8-C,29000
29778C,12,GMC,SIERRA 2500 REG CAB,SLE 2WD,1GT010BG-C,22000
29779C,12,GMC,SIERRA 2500 REG CAB,SLE 2WD T/D,1GT010BL-C,29000
29780C,12,GMC,SIERRA 2500 REG CAB,SLE 2WD T/D,1GT010C8-C,29000
29781C,12,GMC,SIERRA 2500 REG CAB,SLE 2WD,1GT010CG-C,22000
29782C,12,GMC,SIERRA 2500 REG CAB,SLE 2WD T/D,1GT010CL-C,29000
29783C,12,GMC,SIERRA 2500 REG CAB,SLE 2WD T/D,1GT010D8-C,29000
29784C,12,GMC,SIERRA 2500 REG CAB,SLE 2WD,1GT010DG-C,22000
29785C,12,GMC,SIERRA 2500 REG CAB,SLE 2WD T/D,1GT010DL-C,29000
29786C,12,GMC,SIERRA 2500 REG CAB,SLE 2WD T/D,1GT010E8-C,29000
29787C,12,GMC,SIERRA 2500 REG CAB,SLE 2WD,1GT010EG-C,22000
29788C,12,GMC,SIERRA 2500 REG CAB,SLE 2WD T/D,1GT010EL-C,29000
29789C,12,GMC,SIERRA 2500 REG CAB,SLE 2WD T/D,1GT010F8-C,29000
29790C,12,GMC,SIERRA 2500 REG CAB,SLE 2WD,1GT010FG-C,22000
29791C,12,GMC,SIERRA 2500 REG CAB,SLE 2WD T/D,1GT010FL-C,29000
29792C,12,GMC,SIERRA 2500 REG CAB,SLE 2WD T/D,1GT010H8-C,29000
29793C,12,GMC,SIERRA 2500 REG CAB,SLE 2WD,1GT010HG-C,22000
29794C,12,GMC,SIERRA 2500 REG CAB,SLE 2WD T/D,1GT010HL-C,29000
29672C,12,GMC,SIERRA 2500 REG CAB,W/T 2WD T/D,1GT01ZB8-C,27275
29673C,12,GMC,SIERRA 2500 REG CAB,W/T 2WD,1GT01ZBG-C,20275
29674C,12,GMC,SIERRA 2500 REG CAB,W/T 2WD T/D,1GT01ZBL-C,27275
29675C,12,GMC,SIERRA 2500 REG CAB,W/T 2WD T/D,1GT01ZC8-C,27275
29676C,12,GMC,SIERRA 2500 REG CAB,W/T 2WD,1GT01ZCG-C,20275
29677C,12,GMC,SIERRA 2500 REG CAB,W/T 2WD T/D,1GT01ZCL-C,27275
29678C,12,GMC,SIERRA 2500 REG CAB,W/T 2WD T/D,1GT01ZD8-C,27275
29679C,12,GMC,SIERRA 2500 REG CAB,W/T 2WD,1GT01ZDG-C,20275
29680C,12,GMC,SIERRA 2500 REG CAB,W/T 2WD T/D,1GT01ZDL-C,27275
29681C,12,GMC,SIERRA 2500 REG CAB,W/T 2WD T/D,1GT01ZE8-C,27275
29682C,12,GMC,SIERRA 2500 REG CAB,W/T 2WD,1GT01ZEG-C,20275
29683C,12,GMC,SIERRA 2500 REG CAB,W/T 2WD T/D,1GT01ZEL-C,27275
29684C,12,GMC,SIERRA 2500 REG CAB,W/T 2WD T/D,1GT01ZF8-C,27275
29685C,12,GMC,SIERRA 2500 REG CAB,W/T 2WD,1GT01ZFG-C,20275
29686C,12,GMC,SIERRA 2500 REG CAB,W/T 2WD T/D,1GT01ZFL-C,27275
29687C,12,GMC,SIERRA 2500 REG CAB,W/T 2WD T/D,1GT01ZH8-C,27275
29688C,12,GMC,SIERRA 2500 REG CAB,W/T 2WD,1GT01ZHG-C,20275
29689C,12,GMC,SIERRA 2500 REG CAB,W/T 2WD T/D,1GT01ZHL-C,27275
29795C,12,GMC,SIERRA 2500 REG CAB,SLE 4WD T/D,1GT020B8-C,32425
29796C,12,GMC,SIERRA 2500 REG CAB,SLE 4WD,1GT020BG-C,25425
29797C,12,GMC,SIERRA 2500 REG CAB,SLE 4WD T/D,1GT020BL-C,32425
29798C,12,GMC,SIERRA 2500 REG CAB,SLE 4WD T/D,1GT020C8-C,32425
29799C,12,GMC,SIERRA 2500 REG CAB,SLE 4WD,1GT020CG-C,25425
29800C,12,GMC,SIERRA 2500 REG CAB,SLE 4WD T/D,1GT020CL-C,32425
29801C,12,GMC,SIERRA 2500 REG CAB,SLE 4WD T/D,1GT020D8-C,32425
29802C,12,GMC,SIERRA 2500 REG CAB,SLE 4WD,1GT020DG-C,25425
29803C,12,GMC,SIERRA 2500 REG CAB,SLE 4WD T/D,1GT020DL-C,32425
29804C,12,GMC,SIERRA 2500 REG CAB,SLE 4WD T/D,1GT020E8-C,32425
29805C,12,GMC,SIERRA 2500 REG CAB,SLE 4WD,1GT020EG-C,25425
29806C,12,GMC,SIERRA 2500 REG CAB,SLE 4WD T/D,1GT020EL-C,32425
29807C,12,GMC,SIERRA 2500 REG CAB,SLE 4WD T/D,1GT020F8-C,32425
29808C,12,GMC,SIERRA 2500 REG CAB,SLE 4WD,1GT020FG-C,25425
29809C,12,GMC,SIERRA 2500 REG CAB,SLE 4WD T/D,1GT020FL-C,32425
29810C,12,GMC,SIERRA 2500 REG CAB,SLE 4WD T/D,1GT020H8-C,32425
29811C,12,GMC,SIERRA 2500 REG CAB,SLE 4WD,1GT020HG-C,25425
29812C,12,GMC,SIERRA 2500 REG CAB,SLE 4WD T/D,1GT020HL-C,32425
29690C,12,GMC,SIERRA 2500 REG CAB,W/T 4WD T/D,1GT02ZB8-C,30725
29691C,12,GMC,SIERRA 2500 REG CAB,W/T 4WD,1GT02ZBG-C,23725
29692C,12,GMC,SIERRA 2500 REG CAB,W/T 4WD T/D,1GT02ZBL-C,30725
29693C,12,GMC,SIERRA 2500 REG CAB,W/T 4WD T/D,1GT02ZC8-C,30725
29694C,12,GMC,SIERRA 2500 REG CAB,W/T 4WD,1GT02ZCG-C,23725
29695C,12,GMC,SIERRA 2500 REG CAB,W/T 4WD T/D,1GT02ZCL-C,30725
29696C,12,GMC,SIERRA 2500 REG CAB,W/T 4WD T/D,1GT02ZD8-C,30725
29697C,12,GMC,SIERRA 2500 REG CAB,W/T 4WD,1GT02ZDG-C,23725
29698C,12,GMC,SIERRA 2500 REG CAB,W/T 4WD T/D,1GT02ZDL-C,30725
29699C,12,GMC,SIERRA 2500 REG CAB,W/T 4WD T/D,1GT02ZE8-C,30725
29700C,12,GMC,SIERRA 2500 REG CAB,W/T 4WD,1GT02ZEG-C,23725
29701C,12,GMC,SIERRA 2500 REG CAB,W/T 4WD T/D,1GT02ZEL-C,30725
29813C,12,GMC,SIERRA 2500 REG CAB,SLE 4WD T/D,1GT02ZF8-C,32425
29814C,12,GMC,SIERRA 2500 REG CAB,SLE 4WD,1GT02ZFG-C,25425
29815C,12,GMC,SIERRA 2500 REG CAB,SLE 4WD T/D,1GT02ZFL-C,32425
29702C,12,GMC,SIERRA 2500 REG CAB,W/T 4WD T/D,1GT02ZH8-C,30725
29703C,12,GMC,SIERRA 2500 REG CAB,W/T 4WD,1GT02ZHG-C,23725
29704C,12,GMC,SIERRA 2500 REG CAB,W/T 4WD T/D,1GT02ZHL-C,30725
25844B,11,GMC,SIERRA 2500 REG CAB,SLE 2WD T/D,1GT010B8-B,26350
25845B,11,GMC,SIERRA 2500 REG CAB,SLE,1GT010BG-B,19875
25846B,11,GMC,SIERRA 2500 REG CAB,SLE 2WD T/D,1GT010BL-B,26350
25847B,11,GMC,SIERRA 2500 REG CAB,SLE 2WD T/D,1GT010C8-B,26350
25848B,11,GMC,SIERRA 2500 REG CAB,SLE,1GT010CG-B,19875
25849B,11,GMC,SIERRA 2500 REG CAB,SLE 2WD T/D,1GT010CL-B,26350
25850B,11,GMC,SIERRA 2500 REG CAB,SLE 2WD T/D,1GT010D8-B,26350
25851B,11,GMC,SIERRA 2500 REG CAB,SLE,1GT010DG-B,19875
25852B,11,GMC,SIERRA 2500 REG CAB,SLE 2WD T/D,1GT010DL-B,26350
25853B,11,GMC,SIERRA 2500 REG CAB,SLE 2WD T/D,1GT010E8-B,26350
25854B,11,GMC,SIERRA 2500 REG CAB,SLE,1GT010EG-B,19875
25855B,11,GMC,SIERRA 2500 REG CAB,SLE 2WD T/D,1GT010EL-B,26350
25856B,11,GMC,SIERRA 2500 REG CAB,SLE 2WD T/D,1GT010F8-B,26350
25857B,11,GMC,SIERRA 2500 REG CAB,SLE,1GT010FG-B,19875
25858B,11,GMC,SIERRA 2500 REG CAB,SLE 2WD T/D,1GT010FL-B,26350
25859B,11,GMC,SIERRA 2500 REG CAB,SLE 2WD T/D,1GT010H8-B,26350
25860B,11,GMC,SIERRA 2500 REG CAB,SLE,1GT010HG-B,19875
25861B,11,GMC,SIERRA 2500 REG CAB,SLE 2WD T/D,1GT010HL-B,26350
25739B,11,GMC,SIERRA 2500 REG CAB,W/T 2WD T/D,1GT01ZB8-B,24575
25740B,11,GMC,SIERRA 2500 REG CAB,W/T,1GT01ZBG-B,18125
25741B,11,GMC,SIERRA 2500 REG CAB,W/T 2WD T/D,1GT01ZBL-B,24575
25742B,11,GMC,SIERRA 2500 REG CAB,W/T 2WD T/D,1GT01ZC8-B,24575
25743B,11,GMC,SIERRA 2500 REG CAB,W/T,1GT01ZCG-B,18125
25744B,11,GMC,SIERRA 2500 REG CAB,W/T 2WD T/D,1GT01ZCL-B,24575
25745B,11,GMC,SIERRA 2500 REG CAB,W/T 2WD T/D,1GT01ZD8-B,24575
25746B,11,GMC,SIERRA 2500 REG CAB,W/T,1GT01ZDG-B,18125
25747B,11,GMC,SIERRA 2500 REG CAB,W/T 2WD T/D,1GT01ZDL-B,24575
25748B,11,GMC,SIERRA 2500 REG CAB,W/T 2WD T/D,1GT01ZE8-B,24575
25749B,11,GMC,SIERRA 2500 REG CAB,W/T,1GT01ZEG-B,18125
25750B,11,GMC,SIERRA 2500 REG CAB,W/T 2WD T/D,1GT01ZEL-B,24575
25751B,11,GMC,SIERRA 2500 REG CAB,W/T 2WD T/D,1GT01ZF8-B,24575
25752B,11,GMC,SIERRA 2500 REG CAB,W/T,1GT01ZFG-B,18125
25753B,11,GMC,SIERRA 2500 REG CAB,W/T 2WD T/D,1GT01ZFL-B,24575
25754B,11,GMC,SIERRA 2500 REG CAB,W/T 2WD T/D,1GT01ZH8-B,24575
25755B,11,GMC,SIERRA 2500 REG CAB,W/T,1GT01ZHG-B,18125
25756B,11,GMC,SIERRA 2500 REG CAB,W/T 2WD T/D,1GT01ZHL-B,24575
25862B,11,GMC,SIERRA 2500 REG CAB,SLE 4WD T/D,1GT020B8-B,29900
25863B,11,GMC,SIERRA 2500 REG CAB,SLE,1GT020BG-B,23350
25864B,11,GMC,SIERRA 2500 REG CAB,SLE 4WD T/D,1GT020BL-B,29900
25865B,11,GMC,SIERRA 2500 REG CAB,SLE 4WD T/D,1GT020C8-B,29900
25866B,11,GMC,SIERRA 2500 REG CAB,SLE,1GT020CG-B,23350
25867B,11,GMC,SIERRA 2500 REG CAB,SLE 4WD T/D,1GT020CL-B,29900
25868B,11,GMC,SIERRA 2500 REG CAB,SLE 4WD T/D,1GT020D8-B,29900
25869B,11,GMC,SIERRA 2500 REG CAB,SLE,1GT020DG-B,23350
25870B,11,GMC,SIERRA 2500 REG CAB,SLE 4WD T/D,1GT020DL-B,29900
25871B,11,GMC,SIERRA 2500 REG CAB,SLE 4WD T/D,1GT020E8-B,29900
25872B,11,GMC,SIERRA 2500 REG CAB,SLE,1GT020EG-B,23350
25873B,11,GMC,SIERRA 2500 REG CAB,SLE 4WD T/D,1GT020EL-B,29900
25874B,11,GMC,SIERRA 2500 REG CAB,SLE 4WD T/D,1GT020F8-B,29900
25875B,11,GMC,SIERRA 2500 REG CAB,SLE,1GT020FG-B,23350
25876B,11,GMC,SIERRA 2500 REG CAB,SLE 4WD T/D,1GT020FL-B,29900
25877B,11,GMC,SIERRA 2500 REG CAB,SLE 4WD T/D,1GT020H8-B,29900
25878B,11,GMC,SIERRA 2500 REG CAB,SLE,1GT020HG-B,23350
25879B,11,GMC,SIERRA 2500 REG CAB,SLE 4WD T/D,1GT020HL-B,29900
25757B,11,GMC,SIERRA 2500 REG CAB,W/T 4WD T/D,1GT02ZB8-B,27600
25758B,11,GMC,SIERRA 2500 REG CAB,W/T 4WD,1GT02ZBG-B,21575
25759B,11,GMC,SIERRA 2500 REG CAB,W/T 4WD T/D,1GT02ZBL-B,27600
25760B,11,GMC,SIERRA 2500 REG CAB,W/T 4WD T/D,1GT02ZC8-B,27600
25761B,11,GMC,SIERRA 2500 REG CAB,W/T 4WD,1GT02ZCG-B,21575
25762B,11,GMC,SIERRA 2500 REG CAB,W/T 4WD T/D,1GT02ZCL-B,27600
25763B,11,GMC,SIERRA 2500 REG CAB,W/T 4WD T/D,1GT02ZD8-B,27600
25764B,11,GMC,SIERRA 2500 REG CAB,W/T 4WD,1GT02ZDG-B,21575
25765B,11,GMC,SIERRA 2500 REG CAB,W/T 4WD T/D,1GT02ZDL-B,27600
25766B,11,GMC,SIERRA 2500 REG CAB,W/T 4WD T/D,1GT02ZE8-B,27600
25767B,11,GMC,SIERRA 2500 REG CAB,W/T 4WD,1GT02ZEG-B,21575
25768B,11,GMC,SIERRA 2500 REG CAB,W/T 4WD T/D,1GT02ZEL-B,27600
25880B,11,GMC,SIERRA 2500 REG CAB,4WD T/D,1GT02ZF8-B,29900
25881B,11,GMC,SIERRA 2500 REG CAB,,1GT02ZFG-B,23350
25882B,11,GMC,SIERRA 2500 REG CAB,4WD T/D,1GT02ZFL-B,29900
25769B,11,GMC,SIERRA 2500 REG CAB,W/T 4WD T/D,1GT02ZH8-B,27600
25770B,11,GMC,SIERRA 2500 REG CAB,W/T 4WD,1GT02ZHG-B,21575
25771B,11,GMC,SIERRA 2500 REG CAB,W/T 4WD T/D,1GT02ZHL-B,27600
143957,07,GMC,SIERRA 2500HD CLSC,CREW 2WD T/D,1GTHC23D-7,16425
143967,07,GMC,SIERRA 2500HD CLSC,CREW 2WD 8.1,1GTHC23G-7,11400
143977,07,GMC,SIERRA 2500HD CLSC,CREW 2WD 6.0,1GTHC23U-7,11400
143817,07,GMC,SIERRA 2500HD CLSC,REG 2WD T/D,1GTHC24D-7,13450
143827,07,GMC,SIERRA 2500HD CLSC,REG 2WD 8.1,1GTHC24G-7,8950
143837,07,GMC,SIERRA 2500HD CLSC,REG 2WD 6.0,1GTHC24U-7,8950
143877,07,GMC,SIERRA 2500HD CLSC,EXT 2WD T/D,1GTHC29D-7,14900
143887,07,GMC,SIERRA 2500HD CLSC,EXT 2WD 8.1,1GTHC29G-7,9675
143897,07,GMC,SIERRA 2500HD CLSC,EXT 2WD 6.0,1GTHC29U-7,9675
144117,07,GMC,SIERRA 2500HD CLSC,SLE CREW 2WD T/,1GTHC73D-7,19900
144127,07,GMC,SIERRA 2500HD CLSC,SLE CREW 2WD 8.,1GTHC73G-7,14600
144137,07,GMC,SIERRA 2500HD CLSC,SLE CREW 2WD 6.,1GTHC73U-7,14600
143997,07,GMC,SIERRA 2500HD CLSC,SLE REG 2WD T/D,1GTHC74D-7,16300
144007,07,GMC,SIERRA 2500HD CLSC,SLE REG 2WD 8.1,1GTHC74G-7,10925
144017,07,GMC,SIERRA 2500HD CLSC,SLE REG 2WD 6.0,1GTHC74U-7,10925
144057,07,GMC,SIERRA 2500HD CLSC,SLE EXT 2WD T/D,1GTHC79D-7,18000
144067,07,GMC,SIERRA 2500HD CLSC,SLE EXT 2WD 8.1,1GTHC79G-7,12675
144077,07,GMC,SIERRA 2500HD CLSC,SLE EXT 2WD 6.0,1GTHC79U-7,12675
143987,07,GMC,SIERRA 2500HD CLSC,CREW 4WD T/D,1GTHK23D-7,19025
143937,07,GMC,SIERRA 2500HD CLSC,CREW 4WD 8.1,1GTHK23G-7,14575
143947,07,GMC,SIERRA 2500HD CLSC,CREW 4WD 6.0,1GTHK23U-7,14575
143847,07,GMC,SIERRA 2500HD CLSC,REG 4WD T/D,1GTHK24D-7,16075
143857,07,GMC,SIERRA 2500HD CLSC,REG 4WD 8.1,1GTHK24G-7,11825
143867,07,GMC,SIERRA 2500HD CLSC,REG 4WD 6.0,1GTHK24U-7,11825
143907,07,GMC,SIERRA 2500HD CLSC,EXT 4WD T/D,1GTHK29D-7,17550
143917,07,GMC,SIERRA 2500HD CLSC,EXT 4WD 8.1,1GTHK29G-7,12750
143927,07,GMC,SIERRA 2500HD CLSC,EXT 4WD 6.0,1GTHK29U-7,12750
144147,07,GMC,SIERRA 2500HD CLSC,SLE CREW 4WD T/,1GTHK73D-7,23025
144157,07,GMC,SIERRA 2500HD CLSC,SLE CREW 4WD 8.,1GTHK73G-7,17750
144167,07,GMC,SIERRA 2500HD CLSC,SLE CREW 4WD 6.,1GTHK73U-7,17750
144027,07,GMC,SIERRA 2500HD CLSC,SLE REG 4WD T/D,1GTHK74D-7,19100
144037,07,GMC,SIERRA 2500HD CLSC,SLE REG 4WD 8.1,1GTHK74G-7,13775
144047,07,GMC,SIERRA 2500HD CLSC,SLE REG 4WD 6.0,1GTHK74U-7,13775
144087,07,GMC,SIERRA 2500HD CLSC,SLE EXT 4WD T/D,1GTHK79D-7,20975
144097,07,GMC,SIERRA 2500HD CLSC,SLE EXT 4WD 8.1,1GTHK79G-7,15725
144107,07,GMC,SIERRA 2500HD CLSC,SLE EXT 4WD 6.0,1GTHK79U-7,15725
171979,09,GMC,SIERRA 3500,CREW 2WD T/D,1GTHC736-9,21800
171989,09,GMC,SIERRA 3500,CREW 2WD,1GTHC73K-9,16175
171849,09,GMC,SIERRA 3500,REG 2WD,1GTHC74K-9,13300
171899,09,GMC,SIERRA 3500,EXT 2WD T/D,1GTHC796-9,20675
171909,09,GMC,SIERRA 3500,EXT 2WD,1GTHC79K-9,15050
172189,09,GMC,SIERRA 3500,SLE,1GTHC836-9,26700
172199,09,GMC,SIERRA 3500,SLE,1GTHC83K-9,21100
172059,09,GMC,SIERRA 3500,SLE,1GTHC84K-9,15875
172109,09,GMC,SIERRA 3500,SLE,1GTHC896-9,24650
172119,09,GMC,SIERRA 3500,SLE,1GTHC89K-9,19025
172349,09,GMC,SIERRA 3500,SLT,1GTHC936-9,30800
172359,09,GMC,SIERRA 3500,SLT,1GTHC93K-9,25200
172269,09,GMC,SIERRA 3500,SLT,1GTHC996-9,27550
172279,09,GMC,SIERRA 3500,SLT,1GTHC99K-9,22000
172019,09,GMC,SIERRA 3500,CREW 4WD T/D,1GTHK736-9,25250
172029,09,GMC,SIERRA 3500,CREW 4WD,1GTHK73K-9,19650
171859,09,GMC,SIERRA 3500,REG 4WD T/D,1GTHK746-9,22175
171869,09,GMC,SIERRA 3500,REG 4WD,1GTHK74K-9,16550
171939,09,GMC,SIERRA 3500,EXT 4WD T/D,1GTHK796-9,24050
171949,09,GMC,SIERRA 3500,EXT 4WD,1GTHK79K-9,18450
172229,09,GMC,SIERRA 3500,SLE,1GTHK836-9,30125
172239,09,GMC,SIERRA 3500,SLE,1GTHK83K-9,24525
172069,09,GMC,SIERRA 3500,SLE,1GTHK846-9,24700
172079,09,GMC,SIERRA 3500,SLE,1GTHK84K-9,19100
172149,09,GMC,SIERRA 3500,SLE,1GTHK896-9,28025
172159,09,GMC,SIERRA 3500,SLE,1GTHK89K-9,22425
172389,09,GMC,SIERRA 3500,SLT CREW 4WD T/,1GTHK936-9,34300
172399,09,GMC,SIERRA 3500,SLT,1GTHK93K-9,28675
172309,09,GMC,SIERRA 3500,SLT,1GTHK996-9,30975
172319,09,GMC,SIERRA 3500,SLT,1GTHK99K-9,25350
171999,09,GMC,SIERRA 3500,CREW 2WD T/D,1GTJC736-9,21800
172009,09,GMC,SIERRA 3500,CREW 2WD,1GTJC73K-9,16175
171919,09,GMC,SIERRA 3500,EXT 2WD T/D,1GTJC796-9,20675
171929,09,GMC,SIERRA 3500,EXT 2WD,1GTJC79K-9,15050
172209,09,GMC,SIERRA 3500,SLE,1GTJC836-9,26700
172219,09,GMC,SIERRA 3500,SLE,1GTJC83K-9,21100
172129,09,GMC,SIERRA 3500,SLE,1GTJC896-9,24650
